point_id,depth,init_id,config_id,E,L,R,block_index,qubit_index,is_terminal_block,chain_rule_grad,fd_grad_h1e-03,rel_err_h1e-03,fd_grad_h1e-04,rel_err_h1e-04,fd_grad_h1e-05,rel_err_h1e-05,convergence_ratio_1,convergence_ratio_2
5,1,1,2,1,0,0,1,1,True,-0.017128805980788586,-0.017128803125987524,1.6666667048567446e-07,-0.01712880595194921,1.6836769220583038e-09,-0.017128805979149675,9.568158053689408e-11,98.98969826225544,17.596667118276656
5,1,1,2,1,0,0,1,2,True,-0.040100988257161296,-0.04010098157369857,1.6666578601097885e-07,-0.040100988190072684,1.6729914986875517e-09,-0.04010098825779629,1.5834823193439887e-11,99.62141836448471,105.6526794300201
5,1,1,2,1,0,0,1,3,True,0.03870061714667844,0.03870061069655151,1.66667288744266e-07,0.038700617082110256,1.668401924650906e-09,0.038700617144282745,6.190327003333097e-11,99.89636566688762,26.95175753643673
6,1,1,3,0,1,0,1,0,True,0.005280557946543585,0.005280557066444924,1.6666774032698307e-07,0.0052805579375814204,1.6972002645762731e-09,0.005280557946463205,1.522190416175142e-11,98.20157573955701,111.49723756906077
6,1,1,3,0,1,0,1,1,True,0.003737871555061889,0.003737870932052356,1.6667494419603353e-07,0.0037378715495028914,1.4872093983733957e-09,0.0037378715567193406,4.434212078629289e-10,112.07227736614009,3.353942869672405
6,1,1,3,0,1,0,1,2,True,-0.2117423646363804,-0.21174232934606518,1.6666629413649766e-07,-0.21174236428278537,1.6699305438587504e-09,-0.21174236462528914,5.238095273437667e-11,99.80432704187666,31.880491985836013
6,1,1,3,0,1,0,1,3,True,-0.07851093025080005,-0.07851091716565284,1.6666656698581186e-07,-0.07851093011990162,1.6672637881782915e-09,-0.07851093025701417,7.914964881966848e-11,99.96412575356018,21.064702282848042
7,1,1,5,1,1,0,1,0,True,0.18964168525641617,0.18964165364945829,1.6666672119873435e-07,0.18964168494089995,1.6637493166753085e-09,0.1896416852553706,5.5134517898985054e-12,100.17538070686429,301.7618327095113
7,1,1,5,1,1,0,1,1,True,0.057233904175238964,0.0572338946362716,1.66666375524371e-07,0.05723390408024498,1.6597502174510714e-09,0.057233904171560816,6.426519589926394e-11,100.41654085777172,25.826579911975053
7,1,1,5,1,1,0,1,2,True,-0.1490583626200766,-0.14905833777709154,1.6666616096759969e-07,-0.14905836237116832,1.6698713074438554e-09,-0.14905836261125405,5.918858656139024e-11,99.80778771672101,28.212724858902806
7,1,1,5,1,1,0,1,3,True,-0.05890859746228272,-0.05890858764417972,1.666667247265285e-07,-0.05890859736401577,1.6681257807150204e-09,-0.05890859745838472,6.617030698869707e-11,99.91256454000067,25.20958201085515
8,6,0,1,0,0,0,1,0,False,0.0005334628435956045,0.0005334627751207854,1.2835911599931254e-07,0.0005334628427888788,1.5122434133755124e-09,0.0005334628405684327,5.674569010945226e-09,84.8799306143442,0.26649484929316497
8,6,0,1,0,0,0,1,1,False,-5.317243991067976e-05,-5.317242440794345e-05,2.915558574053812e-07,-5.3172439784532344e-05,2.37242108219662e-09,-5.317243867430931e-05,2.325209170228472e-08,122.89380649721346,0.10203043719991475
8,6,0,1,0,0,0,1,2,False,0.0006179601182212062,0.0006179599771893862,2.2822155646123543e-07,0.000617960116966465,2.0304566170342662e-09,0.0006179601219624686,6.054213353568634e-09,112.39912960789151,0.33537909856404724
8,6,0,1,0,0,0,1,3,False,-6.209873018582434e-05,-6.209871356022134e-05,2.677285500713572e-07,-6.209873004703326e-05,2.2350067034265588e-09,-6.20987317123678e-05,2.4582522929697744e-08,119.78870115283956,0.090918524100164
8,6,0,1,0,0,0,2,0,False,-0.0001997793589911558,-0.00019977940163284913,2.1344393901835203e-07,-0.00019977935916681844,8.792831582228581e-10,-0.00019977935972192992,3.6579059749678986e-09,242.74767123909106,0.24037882992073753
8,6,0,1,0,0,0,2,1,False,0.0007337666123300643,0.0007337666935725018,1.1071972492128536e-07,0.0007337666130258214,9.48199366612881e-10,0.0007337666141360443,2.4612457461414397e-09,116.76840211019528,0.38525180514761614
8,6,0,1,0,0,0,2,2,False,-0.00019939423331710867,-0.0001993945075717818,1.375439342222066e-06,-0.00019939423612225227,1.4068328602287802e-08,-0.0001993942344569177,5.716359057640505e-09,97.76849696263072,2.461064544831911
8,6,0,1,0,0,0,2,3,False,0.0001444935225598302,0.00014449359914125992,5.29999050281079e-07,0.0001444935232575162,4.828493229233402e-09,0.00014449352270240468,9.86718854311342e-10,109.76489457876377,4.893484307243059
8,6,0,1,0,0,0,3,0,False,0.000428937205215648,0.0004289372089183452,8.632259269606874e-09,0.00042893720519909806,3.8583658612477706e-11,0.00042893720242354044,6.509362089636173e-09,223.72837569154876,0.0059274101027362355
8,6,0,1,0,0,0,3,1,False,0.001212599697343505,0.0012126011889046495,1.2300523807059324e-06,0.0012125997117529153,1.1883072648350395e-08,0.001212599698430239,8.962017752267695e-10,103.51299004106383,13.259371914704781
8,6,0,1,0,0,0,3,2,False,0.00015906544350276848,0.00015906543321397848,6.468274802936722e-08,0.00015906544359456376,5.770912647943835e-10,0.00015906544414967527,4.0669222430917955e-09,112.08408786505123,0.14189877020015546
8,6,0,1,0,0,0,3,3,False,-0.0006340813544646136,-0.0006340814336369682,1.248615088516827e-07,-0.0006340813551997115,1.1593117479754094e-09,-0.0006340813540894885,5.916039930537098e-10,107.70313426887758,1.9596077132463834
8,6,0,1,0,0,0,4,0,False,0.0004242132805172604,0.0004242132148890576,1.5470567709768656e-07,0.00042421328005914916,1.0799078477654747e-09,0.0004242132811693721,1.537226083216856e-09,143.25822098413366,0.7025042442069547
8,6,0,1,0,0,0,4,1,False,0.0033276908184008956,0.0033276905140877666,9.144873894734939e-08,0.0033276908156798513,8.176974540317339e-10,0.0033276908173451854,3.1725008853485955e-10,111.83688844382824,2.5774538245460095
8,6,0,1,0,0,0,4,2,False,-0.0011565501869722438,-0.0011565499956067704,1.6546231675582122e-07,-0.0011565501850663296,1.6479304140810706e-09,-0.0011565501889521101,1.7118724115625895e-09,100.40613083052259,0.9626479187060718
8,6,0,1,0,0,0,4,3,False,-3.0072418740334077e-06,-3.0072414558546257e-06,1.3905724897569934e-07,-3.007242233010743e-06,1.1937095526956253e-07,-3.0072389023416686e-06,9.881784916366777e-07,1.164916948697289,0.12079898143892358
8,6,0,1,0,0,0,5,0,False,0.004841182268108634,0.004841181455494947,1.6785438791742325e-07,0.004841182260073573,1.6597310365977409e-09,0.004841182271730915,7.482224576049192e-10,101.13348742426699,2.2182320508135853
8,6,0,1,0,0,0,5,1,False,-0.007523281842388148,-0.00752328105074751,1.0522543939950003e-07,-0.007523281834731499,1.017727225022879e-09,-0.007523281841947948,5.851169330606762e-11,103.39257594011451,17.393569857896107
8,6,0,1,0,0,0,5,2,False,-0.0007545694053653878,-0.000754569323246912,1.0882826056932166e-07,-0.000754569404737282,8.324030271965293e-10,-0.0007545694069577279,2.1102632471601437e-09,130.73986640323383,0.39445459153815227
8,6,0,1,0,0,0,5,3,False,0.0015719080941327555,0.0015719079160536609,1.132884901610004e-07,0.0015719080920240103,1.3415194316635167e-09,0.0015719080925791216,9.883745515371714e-10,84.44789355046457,1.3572986370168232
8,6,0,1,0,0,0,6,0,True,-0.0263839780391395,-0.02638397364179701,1.6666715245189376e-07,-0.026383977995148022,1.6673557362156584e-09,-0.026383978041222274,7.894089820951694e-11,99.95896426408237,21.121570365089227
8,6,0,1,0,0,0,6,1,True,-0.011402644402201678,-0.011402642501767701,1.6666607409827075e-07,-0.011402644383151639,1.6706685442289711e-09,-0.011402644400915206,1.1282230850411135e-10,99.7601078167116,14.807962772434234
8,6,0,1,0,0,0,6,2,True,0.005416332014083147,0.005416331111340877,1.6667040858624672e-07,0.005416332005125923,1.6537434980415932e-09,0.005416332016228153,3.960254876894567e-10,100.78371209538979,4.175851174857654
8,6,0,1,0,0,0,6,3,True,0.007588548324872324,0.00758854706006673,1.6667293129663704e-07,0.0075885483125093245,1.6291652874496123e-09,0.007588548323056442,2.3929236116041945e-10,102.305722188297,6.808262827735795
9,6,0,2,1,0,0,1,0,False,6.686845648564433e-05,6.686675158018573e-05,2.549640814510343e-05,6.686843911918317e-05,2.5971081244512605e-07,6.686845521741702e-05,1.8966002363846175e-08,98.17230135726649,13.693492569641252
9,6,0,2,1,0,0,1,1,False,2.776894730658292e-05,2.7768381927195662e-05,2.0360130364923848e-05,2.7768941590622376e-05,2.058400155425674e-07,2.7768942700845397e-05,1.6585927702267994e-07,98.91240199947129,1.2410521692701
9,6,0,2,1,0,0,1,2,False,-5.47767146631258e-05,-5.4776960967117816e-05,4.4965090281140566e-06,-5.4776717051119306e-05,4.359504796357267e-08,-5.4776710944892664e-05,6.787981283754745e-08,103.1426558326365,0.6422387767613029
9,6,0,2,1,0,0,1,3,False,1.0357944288509164e-05,1.0357657120874109e-05,2.7724384979969494e-05,1.0357941171434959e-05,3.009356025225941e-07,1.0357947832773105e-05,3.4217831665988207e-07,92.12730148101356,0.8794701121337202
9,6,0,2,1,0,0,2,0,False,-5.790232309351145e-06,-5.790512902503764e-06,4.8459740063498966e-05,-5.790234958169549e-06,4.5746323498006683e-07,-5.790234958169548e-06,4.574632348337803e-07,105.9314418252879,1.0000000003197778
9,6,0,2,1,0,0,2,1,False,4.855085805225433e-05,4.8549929132502e-05,1.9132921427062806e-05,4.855084889676675e-05,1.8857519613138294e-07,4.855085777855094e-05,5.6374573036633625e-09,101.46043498601288,33.450398996164814
9,6,0,2,1,0,0,2,2,False,4.2037282001000084e-05,4.2037372305347986e-05,2.148196638886323e-06,4.2037282543816445e-05,1.2912736877424221e-08,4.2037279213147365e-05,6.631857690191325e-08,166.3626123011992,0.19470768946870595
9,6,0,2,1,0,0,2,3,False,4.511391551864697e-05,4.511390289119177e-05,2.7990155708590994e-07,4.51139153812008e-05,3.046646944702918e-09,4.511391815675835e-05,5.8476666269806345e-08,91.87200294821277,0.052100216018573106
9,6,0,2,1,0,0,3,0,False,2.774800577056573e-07,2.7737834251695404e-07,0.00036656756360901736,2.7747915076759e-07,3.2684801739884846e-06,2.774835916596885e-07,1.2735884735043624e-05,112.1522983453498,0.25663550212534875
9,6,0,2,1,0,0,3,1,False,0.00027351014666377317,0.0002735048824642483,1.9246816211646266e-05,0.00027351009401765936,1.924832202974774e-07,0.00027351014786347605,4.386319465933697e-09,99.99217688638444,43.88262683381734
9,6,0,2,1,0,0,3,2,False,7.59035158148728e-07,7.590348349850728e-07,4.257558449928195e-07,7.590350570296778e-07,1.3322050912432852e-07,7.590372774757269e-07,2.7921328494210897e-06,3.1958731263778715,0.047712811785424164
9,6,0,2,1,0,0,3,3,False,4.93096267857643e-05,4.930522479185129e-05,8.927250518723637e-05,4.9309582528245244e-05,8.975431764859433e-07,4.930962860250076e-05,3.684344370379575e-08,99.4631874276574,24.361001205581527
9,6,0,2,1,0,0,4,0,False,0.00027722808694810553,0.00027722778217498245,1.0993587498114698e-06,0.00027722808382257824,1.1274208625999623e-08,0.0002772280904839164,1.2754158128188162e-08,97.51094611432168,0.88396337199884
9,6,0,2,1,0,0,4,1,False,3.346985929384638e-05,3.346985966157234e-05,1.0986779505859255e-08,3.346985910646083e-05,5.598635671390643e-09,3.346985466556873e-05,1.3828195708938982e-07,1.9624030122199847,0.0404871017827113
9,6,0,2,1,0,0,4,2,False,-0.00023604044813219994,-0.00023603766519109115,1.179010263202173e-05,-0.00023604042054259367,1.1688507834417127e-07,-0.00023604044274705413,2.2814504249336672e-08,100.86918534892413,5.123279343120931
9,6,0,2,1,0,0,4,3,False,-2.5548256156462115e-06,-2.554538358623404e-06,0.00011243703720852239,-2.5548224646954054e-06,1.2333330254811392e-06,-2.554828570922041e-06,1.1567426798988017e-06,91.16518805993964,1.0662120858106818
9,6,0,2,1,0,0,5,0,False,-0.0011781167790081537,-0.0011781166167623702,1.3771621482899736e-07,-0.001178116777467153,1.3080202612335524e-09,-0.0011781167819080451,2.4614635264766735e-09,105.2859951107497,0.5313994081829221
9,6,0,2,1,0,0,5,1,False,0.0015241633148802762,0.0015241625093143085,5.285299546314882e-07,0.0015241633066764848,5.382488411032202e-09,0.0015241633177787148,1.9016588460373047e-09,98.19435069255108,2.8304174653872773
9,6,0,2,1,0,0,5,2,False,2.4495894345588135e-05,2.4495710626570855e-05,7.499992230892443e-06,2.449589253661344e-05,7.38480771642882e-08,2.4495894201947973e-05,5.8638464170838136e-09,101.5597496764523,12.59379456957436
9,6,0,2,1,0,0,5,3,False,0.0015109519204619373,0.0015109372937249788,9.680478088334447e-06,0.0015109517742528666,9.676619665732473e-08,0.0015109519191369711,8.769082328144001e-10,100.0398736618288,110.34928517748965
9,6,0,2,1,0,0,6,0,True,0.01658336641987823,0.016583363656008654,1.6666516964467714e-07,0.01658336639231983,1.6618097501253816e-09,0.016583366418965184,5.50580257550887e-11,100.2913658630914,30.182879377431906
9,6,0,2,1,0,0,6,1,True,-0.005848202130227187,-0.005848201155511656,1.666692615620632e-07,-0.0058482021209060875,1.5938401649402852e-09,-0.005848202128122536,3.598799440028738e-10,104.57087556725466,4.428810750641769
9,6,0,2,1,0,0,6,2,True,0.009899074121628437,0.00989907247178623,1.666663151548312e-07,0.0098990741054239,1.6369750860100558e-09,0.009899074121522133,1.073876741417624e-11,101.81359299796173,152.4360313315927
9,6,0,2,1,0,0,6,3,True,-0.0011316872707618497,-0.001131687082100985,1.6670759633212228e-07,-0.001131687268896009,1.6487247523151494e-09,-0.0011316872716715665,8.038587778454322e-10,101.11305486135903,2.0510129362948497
10,6,0,3,0,1,0,1,0,False,0.0009735494736754678,0.0009735493181894928,1.59710399123016e-07,0.0009735494724272264,1.2821549848398956e-09,0.0009735494743701166,7.135219039151879e-10,124.56403555843076,1.7969385071495965
10,6,0,3,0,1,0,1,1,False,-9.713636526933221e-05,-9.713633736252447e-05,2.8729516139745487e-07,-9.713636478503318e-05,4.9857643739369154e-09,-9.713636284214287e-05,2.4987442440225015e-08,57.62309243880244,0.19953079975527174
10,6,0,3,0,1,0,1,2,False,0.0011291050391811163,0.0011291047598838144,2.4736166448125724e-07,0.0011291050364126143,2.451943717754622e-09,0.0011291050372452816,1.71448596176696e-09,100.88390801554765,1.4301334466615483
10,6,0,3,0,1,0,1,3,False,-0.00011346406589234815,-0.0001134640358335659,2.6491895922373724e-07,-0.00011346406564305411,2.1971188177364137e-09,-0.0001134640631450523,2.4212915619246864e-08,120.57561797985534,0.0907416046991847
10,6,0,3,0,1,0,2,0,False,-0.0003670405510542313,-0.0003670406225619871,1.948224947358093e-07,-0.00036704055184078044,2.1429489322361863e-09,-0.00036704055073055736,8.818478528776921e-10,90.91326993616703,2.4300665077804555
10,6,0,3,0,1,0,2,1,False,0.0013396374048857838,0.0013396375054264276,7.505063935144084e-08,0.0013396374057284,6.289882033533316e-10,0.0013396374037855094,8.21322532110275e-10,119.31962944825125,0.7658236305014465
10,6,0,3,0,1,0,2,2,False,-0.0003652824141928051,-0.0003652828969302746,1.3215458800154863e-06,-0.0003652824193123294,1.4015249916102937e-08,-0.00036528241542654877,3.377506380091523e-09,94.29342237394462,4.149585030753712
10,6,0,3,0,1,0,2,3,False,0.0002640425134173551,0.0002640426454425526,5.000149249260523e-07,0.0002640425147970582,5.22530664870198e-09,0.00026404251562972547,8.378841500692741e-09,95.69102036341948,0.623631160497542
10,6,0,3,0,1,0,3,0,False,0.000782486896062555,0.0007824868431260956,6.765156020801973e-08,0.0007824868958339337,2.9217264600023955e-10,0.0007824868974992681,1.8360859061843639e-09,231.54652269522953,0.15912798252855936
10,6,0,3,0,1,0,3,1,False,0.0022219766362314266,0.002221979057193124,1.089553174471057e-06,0.0022219766607212144,1.1021622551070558e-08,0.002221976641569867,2.4025637983802017e-09,98.85596874892309,4.587442197581304
10,6,0,3,0,1,0,3,2,False,0.0002896741791544888,0.000289674168901799,3.539386851927487e-08,0.00028967417908809523,2.2920082031760587e-10,0.00028967417631253767,9.810854144284162e-09,154.4229574319552,0.023361963897010847
10,6,0,3,0,1,0,3,3,False,-0.0011523592178191364,-0.0011523593923257192,1.5143418831275675e-07,-0.0011523592194362386,1.4032970452321934e-09,-0.0011523592136075678,3.654735892025819e-09,107.91313843869744,0.38396674525620683
10,6,0,3,0,1,0,4,0,False,0.0007527629759162087,0.0007527628520243024,1.645828902940595e-07,0.0007527629750092579,1.2048290880559493e-09,0.0007527629741765906,2.3109772429590545e-09,136.60268657658494,0.5213504770446138
10,6,0,3,0,1,0,4,1,False,0.0060731733049246735,0.00607317234715965,1.577042141648995e-07,0.00607317329537338,1.5727023261324606e-09,0.006073173300369382,7.500676847991959e-10,100.27594640412383,2.09674721095803
10,6,0,3,0,1,0,4,2,False,-0.0021006011556777785,-0.0021006007959734063,1.7123877668002306e-07,-0.0021006011521884638,1.661102932602223e-09,-0.002100601154131354,7.361818509192357e-10,103.08739652380642,2.2563758268803853
10,6,0,3,0,1,0,4,3,False,-5.883371413507518e-06,-5.8833705407490555e-06,1.4834325446773905e-07,-5.883371567705353e-06,2.620909410921816e-08,-5.8833715677053525e-06,2.6209093965247486e-08,5.6599916750104065,1.0000000054931573
10,6,0,3,0,1,0,5,0,False,0.006529649569022095,0.006529648314018699,1.9220072732513837e-07,0.006529649556608064,1.901178842296027e-09,0.006529649568265405,1.1588534867470661e-10,101.09555347934561,16.405687725311065
10,6,0,3,0,1,0,5,1,False,-0.013615301655290957,-0.013615299045116602,1.917088890512725e-07,-0.013615301629188448,1.917145113929206e-09,-0.0136153016583318,2.233401576814799e-10,99.99706733642266,8.583969554921568
10,6,0,3,0,1,0,5,2,False,-0.0011719568867924312,-0.0011719567254986352,1.37627755632842e-07,-0.001171956885148706,1.402547401804395e-09,-0.001171956889867154,2.6235801015468556e-09,98.1269905429094,0.5345929407596348
10,6,0,3,0,1,0,5,3,False,0.0030547531225367823,0.003054752669845451,1.4819244413876367e-07,0.003054753117959219,1.4985051070561851e-09,0.003054753119902109,8.624832154410271e-10,98.89351957557747,1.7374310366027599
10,6,0,3,0,1,0,6,0,True,0.00803836063973501,0.008038359300022169,1.666649333997336e-07,0.00803836062657215,1.6375054916099175e-09,0.008038360641005049,1.5799734372975528e-10,101.77977066560955,10.364133047773066
10,6,0,3,0,1,0,6,1,True,-0.03181332479894164,-0.03181331949672628,1.666664957128298e-07,-0.03181332474566645,1.6746187376495377e-09,-0.03181332479396115,1.5655352829421205e-10,99.52503932134408,10.696780557397696
10,6,0,3,0,1,0,6,2,True,0.15776645332712763,0.15776642703271837,1.666666690321705e-07,0.1577664530647005,1.6633899669002505e-09,0.15776645332366002,2.197941964742598e-11,100.19699069290172,75.67943073943042
10,6,0,3,0,1,0,6,3,True,-0.03302034292732123,-0.03302033742397237,1.6666540599144508e-07,-0.03302034287194777,1.676949750113357e-09,-0.033020342929401814,6.300920945317228e-11,99.38604658856293,26.6143594669228
11,6,0,5,1,1,0,1,0,False,-0.04497180237310117,-0.04497180280341184,9.568455039265582e-09,-0.04497180237678089,8.182274358042298e-11,-0.04497180237095221,4.7784643951419916e-11,116.94126376807222,1.7123229727024392
11,6,0,5,1,1,0,1,1,False,-0.0156838288182406,-0.015683834369478733,3.539466157594927e-07,-0.015683828873402916,3.5171459932869706e-09,-0.015683828824553103,4.024847935489578e-10,100.63461011713923,8.738581058613706
11,6,0,5,1,1,0,1,2,False,0.026919311146522053,0.026919292446525578,6.946684620987975e-07,0.026919310959494513,6.947708961459527e-09,0.026919311146844645,1.1983688783257651e-11,99.98525642802204,579.7638012066982
11,6,0,5,1,1,0,1,3,False,-0.01482778607415968,-0.014827782887999463,2.1487767627178684e-07,-0.014827786041504698,2.202282996690251e-09,-0.014827786079529835,3.6216841018257836e-10,97.57041969389059,6.0808257561172265
11,6,0,5,1,1,0,2,0,False,0.00270130126546024,0.0027012954765537334,2.1430066244431528e-06,0.002701301207164164,2.1580738369060738e-08,0.002701301266005984,2.0203004104739175e-10,99.30182127204125,106.81945247933885
11,6,0,5,1,1,0,2,1,False,-0.018693011292261832,-0.018693023844884582,6.715142121303547e-07,-0.018693011418491334,6.752764472853706e-09,-0.01869301129719947,2.6414348269208373e-10,99.44286000642549,25.564758986408577
11,6,0,5,1,1,0,2,2,False,-0.015597672457198397,-0.015597666676553379,3.706094633080012e-07,-0.015597672399780826,3.6811627411431147e-09,-0.015597672456402199,5.1045960800770495e-11,100.6772830676091,72.11467241277886
11,6,0,5,1,1,0,2,3,False,-0.050400734174996416,-0.05040070087009019,6.60802005642953e-07,-0.05040073384227073,6.601603979111997e-09,-0.05040073416950896,1.0887654317491355e-10,100.09718967296183,60.63384992400351
11,6,0,5,1,1,0,3,0,False,0.008070203517669048,0.00807019978088519,4.630346496041687e-07,0.008070203481036486,4.539236400580435e-09,0.00807020351933918,2.0695051598335382e-10,102.00716788950675,21.933921638279706
11,6,0,5,1,1,0,3,1,False,-0.05321589995217885,-0.053215871853196095,5.280185579298709e-07,-0.05321589967133278,5.277484151834224e-09,-0.05321589994500275,1.3484879516198958e-10,100.05118778923375,39.13630926768422
11,6,0,5,1,1,0,3,2,False,-0.00012102373093391863,-0.00012102371774180831,1.0900432677091316e-07,-0.00012102373075917328,1.4438932652092163e-09,-0.00012102373270206356,1.4609902668435845e-08,75.49334109202229,0.0988297662193667
11,6,0,5,1,1,0,3,3,False,-0.06966133157463841,-0.06966133125060892,4.651497327909796e-09,-0.06966133157121357,4.9164201494910565e-11,-0.06966133157260135,2.924240629789349e-11,94.6114690460561,1.6812638807515703
11,6,0,5,1,1,0,4,0,False,0.019461561371643434,0.019461553158267586,4.2203067321547325e-07,0.019461561289180196,4.237236471038613e-09,0.01946156136800603,1.8690190419138647e-10,99.60045329073337,22.670911189324787
11,6,0,5,1,1,0,4,1,False,0.003013700676611009,0.0030137002357821796,1.4627492140286267e-07,0.003013700671794517,1.5981986182287552e-09,0.003013700672349628,1.4140027944895684e-09,91.52487039750767,1.1302655302075824
11,6,0,5,1,1,0,4,2,False,0.06441562276123582,0.06441561991607503,4.416880044875809e-08,0.06441562273279411,4.4153430648427704e-10,0.06441562275527613,9.251934264558698e-11,100.03480997989207,4.772345910148309
11,6,0,5,1,1,0,4,3,False,0.0033288448574889332,0.0033288466624592505,5.422212192454973e-07,0.0033288448753054922,5.352174629568899e-09,0.003328844858097035,1.8267648469237633e-10,101.3085814221969,29.2986513211148
11,6,0,5,1,1,0,5,0,False,-0.01935203979913687,-0.019352036664865846,1.6196075740888665e-07,-0.01935203976788369,1.614981207326709e-09,-0.019352039792863707,3.241602750971168e-10,100.28646567162323,4.982045399742052
11,6,0,5,1,1,0,5,1,False,0.0510149633038437,0.051014945738364625,3.443201353818547e-07,0.05101496312748255,3.4570474324827658e-09,0.05101496330373045,2.219930782487442e-12,99.59948253720444,1557.2771276269837
